model,feature,importance_mean,importance_std
random_survival_forest,ph_min_24h,0.0013097495259954406,0.0010852210358248127
random_survival_forest,hemoglobin_min_24h,0.0012598543059575418,0.0004116355653128734
random_survival_forest,creatinine_mean_24h,0.0012473805009480254,0.00032431893024648106
random_survival_forest,platelet_last_24h,0.0011475900608722278,0.00019958088015165076
random_survival_forest,platelet_mean_24h,0.0010727472308153518,0.000548847420417109
random_survival_forest,po2_mean_24h,0.0010727472308153518,0.0009729567907394432
random_survival_forest,resp_rate_first_24h,0.0010727472308152963,7.484283005687598e-05
random_survival_forest,pco2_mean_24h,0.0010602734258058355,0.00018710707514224545
random_survival_forest,admission_type_SURGICAL SAME DAY ADMISSION,0.0010228520107773975,0.0007484283005688153
random_survival_forest,po2_slope_24h_missing,0.0009729567907394432,0.000474004590360233
random_survival_forest,bicarbonate_std_24h,0.0009355353757110607,0.0004615307853507722
random_survival_forest,bun_min_24h,0.0008981139606826227,0.0030186608122941827
random_survival_forest,lactate_mean_24h,0.0008856401556731064,0.0021080730466021547
random_survival_forest,temperature_max_24h,0.0008731663506636456,0.0002494761001896051
random_survival_forest,wbc_mean_24h,0.0008606925456541847,0.0014594351861091925
random_survival_forest,po2_std_24h,0.0007234806905498936,0.0002993713202275594
random_survival_forest,sodium_first_24h,0.0007110068855404328,0.00041163556531281786
random_survival_forest,platelet_first_24h,0.0006985330805309165,0.00027442371020858225
random_survival_forest,bicarbonate_min_24h,0.0006985330805309165,0.0006486378604929621
random_survival_forest,glucose_std_24h_missing,0.0006486378604930176,2.4947610018977162e-05
random_survival_forest,bicarbonate_last_24h,0.0006361640554835568,0.0002619499051990659
random_survival_forest,po2_last_24h_missing,0.0006112164454645796,0.0002868975152180431
random_survival_forest,last_careunit_Neuro Intermediate,0.0006112164454645796,6.236902504741515e-05
random_survival_forest,spo2_min_24h,0.0005862688354456025,0.00031184512523702024
random_survival_forest,sodium_slope_24h,0.0005737950304361417,9.979044007585314e-05
random_survival_forest,temperature_slope_24h_missing,0.0005613212254266808,0.0002619499051990659
random_survival_forest,resp_rate_last_24h,0.0005488474204171645,0.0001247380500948303
random_survival_forest,hemoglobin_mean_24h,0.0005488474204171645,0.00022452849017062793
random_survival_forest,sbp_slope_24h,0.0005238998103982428,0.00022452849017062793
random_survival_forest,pco2_first_24h,0.0004740045903602885,0.0004989522003792102
random_survival_forest,temperature_std_24h,0.000474004590360233,0.00032431893024648106
random_survival_forest,wbc_count_24h,0.0004615307853508277,0.000661111665502423
random_survival_forest,po2_mean_24h_missing,0.0004615307853508277,1.2473805009460825e-05
random_survival_forest,po2_count_24h_missing,0.00043658317533185054,1.2473805009516337e-05
random_survival_forest,dbp_slope_24h,0.0004241093703223897,0.0002494761001896051
random_survival_forest,admission_type_EW EMER.,0.0004241093703223897,9.979044007585314e-05
random_survival_forest,sodium_count_24h,0.0004116355653129289,3.742141502843799e-05
random_survival_forest,ph_min_24h_missing,0.00039916176030341255,0.0003742141502843799
random_survival_forest,insurance_Medicare,0.00039916176030341255,0.0015966470412134282
random_survival_forest,bun_last_24h,0.0003866879552939517,0.0002120546851611671
random_survival_forest,sbp_count_24h_missing,0.00036174034527497456,0.00011226424508531396
random_survival_forest,spo2_max_24h,0.00034926654026551374,2.4947610018977162e-05
random_survival_forest,sodium_min_24h,0.0003492665402654582,0.00027442371020858225
random_survival_forest,icu_los_group_3-7d,0.0003492665402654582,0.0003492665402654582
random_survival_forest,temperature_last_24h,0.0003367927352559974,0.00018710707514224545
random_survival_forest,icu_los_group_<24h,0.0003367927352559974,8.73166350663368e-05
random_survival_forest,glucose_slope_24h,0.00031184512523702024,3.742141502843799e-05
random_survival_forest,first_careunit_Medical Intensive Care Unit (MICU),0.00031184512523702024,0.0005363736154076482
random_survival_forest,dbp_first_24h,0.0002993713202276149,0.0
random_survival_forest,potassium_count_24h,0.0002868975152180986,0.0001621594651232683
random_survival_forest,pco2_first_24h_missing,0.00027442371020863776,0.000474004590360233
random_survival_forest,ph_mean_24h_missing,0.00027442371020863776,0.0001746332701327291
random_survival_forest,temperature_first_24h,0.0002619499051991214,0.00011226424508536947
